# Forces      
# CofR        : (2.929541e+00 0.000000e+00 2.000000e-01)
# Time        forces(pressure viscous porous)	moments(pressure viscous porous)
2.51093       	((-2.054793e-02 9.264642e+00 6.744930e+00) (-3.172173e-02 -2.765573e-03 -5.769143e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.124038e+00 1.976354e+01 -2.712816e+01) (-6.267361e-04 6.280136e-03 6.993679e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
2.54368       	((-2.279284e-02 9.254025e+00 6.740003e+00) (-3.168365e-02 -2.711087e-03 -5.274040e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.121736e+00 1.974914e+01 -2.709543e+01) (-6.173463e-04 6.424713e-03 6.848195e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
2.57981       	((-2.260041e-02 9.242636e+00 6.736414e+00) (-3.160002e-02 -2.752527e-03 -4.096255e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.119236e+00 1.973861e+01 -2.706219e+01) (-6.293800e-04 6.754702e-03 6.971406e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
2.6154        	((-2.263140e-02 9.235767e+00 6.734204e+00) (-3.176624e-02 -2.691883e-03 -4.159878e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.117737e+00 1.973204e+01 -2.704205e+01) (-6.163931e-04 6.784666e-03 6.799345e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
2.64946       	((-2.361090e-02 9.230335e+00 6.730462e+00) (-3.173875e-02 -2.751573e-03 -4.477403e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.116583e+00 1.972121e+01 -2.702551e+01) (-6.256261e-04 6.685865e-03 6.967587e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
2.67421       	((-2.278823e-02 9.226680e+00 6.730673e+00) (-3.168970e-02 -2.716003e-03 -3.958748e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.115765e+00 1.972170e+01 -2.701538e+01) (-6.199367e-04 6.822142e-03 6.855432e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
2.70223       	((-2.291888e-02 9.221238e+00 6.727549e+00) (-3.154442e-02 -2.803064e-03 -2.814650e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.114630e+00 1.971253e+01 -2.699940e+01) (-6.424367e-04 7.131194e-03 7.124459e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
2.7337        	((-2.265907e-02 9.222073e+00 6.727316e+00) (-3.155823e-02 -2.783360e-03 -2.818046e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.114840e+00 1.971187e+01 -2.700208e+01) (-6.407550e-04 7.125134e-03 7.061888e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
2.76857       	((-2.168046e-02 9.220587e+00 6.727959e+00) (-3.163174e-02 -2.832243e-03 -2.514007e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.114521e+00 1.971368e+01 -2.699854e+01) (-6.503615e-04 7.242805e-03 7.212101e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
2.80639       	((-2.082363e-02 9.225160e+00 6.729029e+00) (-3.163544e-02 -2.798617e-03 -2.344324e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.115528e+00 1.971672e+01 -2.701253e+01) (-6.430964e-04 7.305198e-03 7.112675e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
2.82877       	((-2.016705e-02 9.230222e+00 6.731228e+00) (-3.152505e-02 -2.805625e-03 -1.495375e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.116649e+00 1.972315e+01 -2.702791e+01) (-6.467979e-04 7.525050e-03 7.140276e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
2.85493       	((-1.957061e-02 9.226723e+00 6.730013e+00) (-3.145182e-02 -2.843841e-03 -1.068970e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.115907e+00 1.971952e+01 -2.701811e+01) (-6.575736e-04 7.625352e-03 7.252578e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
2.88473       	((-1.899067e-02 9.241241e+00 6.735067e+00) (-3.149270e-02 -2.839556e-03 -5.867363e-05) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.119054e+00 1.973438e+01 -2.706112e+01) (-6.586275e-04 7.777678e-03 7.244162e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
2.9183        	((-1.725309e-02 9.246747e+00 6.738654e+00) (-3.160148e-02 -2.699522e-03 -1.796636e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.120276e+00 1.974474e+01 -2.707854e+01) (-6.259490e-04 7.436125e-03 6.820597e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
2.95548       	((-1.658744e-02 9.259181e+00 6.743632e+00) (-3.147131e-02 -2.855865e-03 -2.186620e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.122928e+00 1.975929e+01 -2.711546e+01) (-6.556115e-04 7.289488e-03 7.272988e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
2.99265       	((-1.623232e-02 9.272012e+00 6.748192e+00) (-3.143623e-02 -2.714012e-03 -1.221907e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.125720e+00 1.977266e+01 -2.715334e+01) (-6.308136e-04 7.560117e-03 6.883627e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
3.03052       	((-1.475469e-02 9.279556e+00 6.752788e+00) (-3.152753e-02 -2.806382e-03 -2.788440e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.127375e+00 1.978599e+01 -2.717654e+01) (-6.439883e-04 7.116997e-03 7.131341e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
3.05577       	((-1.444788e-02 9.290645e+00 6.756479e+00) (-3.139770e-02 -2.807275e-03 -1.983744e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.129755e+00 1.979678e+01 -2.720919e+01) (-6.469986e-04 7.321018e-03 7.145584e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
3.08436       	((-1.522242e-02 9.294392e+00 6.757795e+00) (-3.136208e-02 -2.755190e-03 -1.608465e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.130582e+00 1.980066e+01 -2.721960e+01) (-6.374827e-04 7.407132e-03 7.004787e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
3.11629       	((-1.463382e-02 9.299863e+00 6.760761e+00) (-3.146431e-02 -2.772676e-03 -3.232102e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.131776e+00 1.980917e+01 -2.723591e+01) (-6.349156e-04 6.966610e-03 7.033001e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
3.15183       	((-1.652333e-02 9.313202e+00 6.764830e+00) (-3.144838e-02 -2.750344e-03 -4.017121e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.134627e+00 1.982118e+01 -2.727359e+01) (-6.264866e-04 6.718597e-03 6.969983e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
3.18737       	((-1.686679e-02 9.313875e+00 6.765550e+00) (-3.139403e-02 -2.675686e-03 -4.017522e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.134764e+00 1.982313e+01 -2.727515e+01) (-6.123766e-04 6.698220e-03 6.766770e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
3.22363       	((-1.775332e-02 9.315863e+00 6.766815e+00) (-3.142612e-02 -2.609731e-03 -4.961048e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.135198e+00 1.982671e+01 -2.728018e+01) (-5.960950e-04 6.426655e-03 6.557675e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
3.26142       	((-2.088894e-02 9.318114e+00 6.765722e+00) (-3.147929e-02 -2.681922e-03 -4.701326e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.135632e+00 1.982366e+01 -2.728442e+01) (-6.101516e-04 6.508539e-03 6.775256e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
3.29922       	((-2.191297e-02 9.313677e+00 6.764429e+00) (-3.146815e-02 -2.752539e-03 -5.734284e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.134655e+00 1.981965e+01 -2.727047e+01) (-6.204941e-04 6.206741e-03 6.963667e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
3.33701       	((-2.422297e-02 9.312479e+00 6.762493e+00) (-3.153932e-02 -2.620382e-03 -7.219403e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.134385e+00 1.981408e+01 -2.726518e+01) (-5.909019e-04 5.782789e-03 6.581133e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
3.37095       	((-2.731337e-02 9.304541e+00 6.758958e+00) (-3.148284e-02 -2.667024e-03 -5.881337e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.132667e+00 1.980375e+01 -2.723959e+01) (-6.031607e-04 6.163411e-03 6.732985e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
3.40715       	((-2.856455e-02 9.293384e+00 6.753058e+00) (-3.165119e-02 -2.699874e-03 -6.978067e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.130242e+00 1.978643e+01 -2.720586e+01) (-6.030205e-04 5.896929e-03 6.797864e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
3.44508       	((-3.195946e-02 9.283466e+00 6.747308e+00) (-3.156096e-02 -2.617594e-03 -7.476950e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.128112e+00 1.976966e+01 -2.717423e+01) (-5.855408e-04 5.722264e-03 6.576061e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
3.48395       	((-3.308411e-02 9.270267e+00 6.740478e+00) (-3.149097e-02 -2.734219e-03 -7.052077e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.125257e+00 1.974964e+01 -2.713464e+01) (-6.110923e-04 5.840921e-03 6.916542e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
3.51055       	((-3.376153e-02 9.263083e+00 6.737572e+00) (-3.155689e-02 -2.606220e-03 -6.606447e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.123738e+00 1.974109e+01 -2.711303e+01) (-5.868447e-04 5.994509e-03 6.565847e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
3.54094       	((-3.634768e-02 9.246175e+00 6.728407e+00) (-3.147118e-02 -2.712985e-03 -6.083696e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.120103e+00 1.971442e+01 -2.706162e+01) (-6.107851e-04 6.147562e-03 6.866737e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
3.56654       	((-3.575905e-02 9.237912e+00 6.724423e+00) (-3.151585e-02 -2.626188e-03 -5.506249e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.118322e+00 1.970268e+01 -2.703783e+01) (-5.952989e-04 6.334224e-03 6.620077e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
3.59465       	((-3.714408e-02 9.228029e+00 6.718239e+00) (-3.148665e-02 -2.685242e-03 -5.825464e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.116226e+00 1.968460e+01 -2.700777e+01) (-6.064707e-04 6.233548e-03 6.796484e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
3.62588       	((-3.670805e-02 9.213875e+00 6.711853e+00) (-3.157013e-02 -2.708374e-03 -6.045969e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.113178e+00 1.966594e+01 -2.696671e+01) (-6.120389e-04 6.189764e-03 6.857453e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
3.66023       	((-3.740272e-02 9.206616e+00 6.706875e+00) (-3.152606e-02 -2.774377e-03 -4.781103e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.111653e+00 1.965151e+01 -2.694498e+01) (-6.296622e-04 6.562182e-03 7.055197e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
3.69851       	((-3.629859e-02 9.190289e+00 6.699870e+00) (-3.158359e-02 -2.821375e-03 -4.503286e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.108180e+00 1.963094e+01 -2.689800e+01) (-6.405663e-04 6.684905e-03 7.197627e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
3.73795       	((-3.527729e-02 9.187079e+00 6.696521e+00) (-3.155477e-02 -2.835081e-03 -4.237784e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.107480e+00 1.962141e+01 -2.688959e+01) (-6.462753e-04 6.753546e-03 7.230743e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
3.77031       	((-3.421379e-02 9.184977e+00 6.694958e+00) (-3.152418e-02 -2.786754e-03 -2.793290e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.107076e+00 1.961682e+01 -2.688421e+01) (-6.416675e-04 7.161980e-03 7.089480e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
3.80184       	((-3.109729e-02 9.172968e+00 6.690868e+00) (-3.150849e-02 -2.871940e-03 -2.941243e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.104534e+00 1.960478e+01 -2.685137e+01) (-6.599252e-04 7.127687e-03 7.348592e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
3.83708       	((-3.010047e-02 9.181572e+00 6.693180e+00) (-3.150218e-02 -2.898698e-03 -2.305725e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.106426e+00 1.961197e+01 -2.687771e+01) (-6.675021e-04 7.312290e-03 7.420982e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
3.87342       	((-2.658067e-02 9.178572e+00 6.692926e+00) (-3.145200e-02 -2.800827e-03 -2.040887e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.105802e+00 1.961117e+01 -2.687154e+01) (-6.515221e-04 7.378166e-03 7.113342e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
3.90863       	((-2.273742e-02 9.185662e+00 6.696342e+00) (-3.164058e-02 -2.651002e-03 -2.502105e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.107385e+00 1.962123e+01 -2.689533e+01) (-6.180609e-04 7.289358e-03 6.677104e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
3.94626       	((-2.136304e-02 9.196222e+00 6.699982e+00) (-3.149994e-02 -2.888660e-03 -1.630264e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.109684e+00 1.963222e+01 -2.692757e+01) (-6.715086e-04 7.501571e-03 7.382259e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
3.97196       	((-1.744444e-02 9.198304e+00 6.704077e+00) (-3.142330e-02 -2.930785e-03 -8.804090e-05) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.110126e+00 1.964397e+01 -2.693653e+01) (-6.833387e-04 7.708746e-03 7.512317e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.00133       	((-1.519878e-02 9.208626e+00 6.707763e+00) (-3.133314e-02 -2.920396e-03 1.279048e-06) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.112402e+00 1.965509e+01 -2.696872e+01) (-6.840946e-04 7.944295e-03 7.490852e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.03462       	((-1.306583e-02 9.223932e+00 6.716203e+00) (-3.144709e-02 -2.931011e-03 -2.157022e-05) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.115655e+00 1.967978e+01 -2.701522e+01) (-6.857055e-04 7.905203e-03 7.516231e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.07175       	((-8.929091e-03 9.238152e+00 6.724638e+00) (-3.141717e-02 -2.859374e-03 -7.412014e-05) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.118736e+00 1.970449e+01 -2.706004e+01) (-6.703644e-04 7.725993e-03 7.292280e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.11043       	((-7.191668e-03 9.258830e+00 6.734051e+00) (-3.135937e-02 -2.579058e-03 -9.602344e-05) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.123166e+00 1.973225e+01 -2.712212e+01) (-6.141555e-04 7.616154e-03 6.446102e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.13447       	((-5.049498e-03 9.266008e+00 6.739950e+00) (-3.133806e-02 -3.023996e-03 -1.204688e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.124713e+00 1.974943e+01 -2.714471e+01) (-7.008228e-04 7.543713e-03 7.765723e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.16152       	((-3.902854e-03 9.277843e+00 6.746402e+00) (-3.128638e-02 -2.906199e-03 -8.159520e-05) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.127269e+00 1.976838e+01 -2.718033e+01) (-6.798687e-04 7.638563e-03 7.447505e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.19147       	((-2.972237e-03 9.290266e+00 6.753235e+00) (-3.117174e-02 -2.926519e-03 -5.032899e-05) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.129915e+00 1.978830e+01 -2.721733e+01) (-6.842234e-04 7.695562e-03 7.502151e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.22516       	((-1.749560e-03 9.305045e+00 6.762684e+00) (-3.126975e-02 -2.865004e-03 -1.028207e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.133053e+00 1.981604e+01 -2.726163e+01) (-6.693047e-04 7.552452e-03 7.319530e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.25615       	((-2.294736e-03 9.318995e+00 6.769245e+00) (-3.127889e-02 -2.840525e-03 -2.529898e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.136035e+00 1.983513e+01 -2.730197e+01) (-6.585828e-04 7.095068e-03 7.233728e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.28996       	((-1.709884e-03 9.331402e+00 6.778323e+00) (-3.118236e-02 -2.792689e-03 -2.526881e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.138686e+00 1.986174e+01 -2.733880e+01) (-6.484892e-04 7.066100e-03 7.101056e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.32083       	((-2.620026e-03 9.339181e+00 6.782723e+00) (-3.118757e-02 -2.843320e-03 -2.504770e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.140315e+00 1.987452e+01 -2.736083e+01) (-6.572831e-04 7.078528e-03 7.236299e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.35479       	((-4.753739e-03 9.350708e+00 6.789418e+00) (-3.122448e-02 -2.696572e-03 -3.017510e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.142738e+00 1.989411e+01 -2.739291e+01) (-6.248713e-04 6.919596e-03 6.816287e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.38551       	((-4.498871e-03 9.358599e+00 6.793726e+00) (-3.134234e-02 -2.741298e-03 -4.436930e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.144387e+00 1.990649e+01 -2.741606e+01) (-6.281517e-04 6.511531e-03 6.937179e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.41965       	((-7.917967e-03 9.361408e+00 6.797130e+00) (-3.125622e-02 -2.746857e-03 -5.052633e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.144947e+00 1.991647e+01 -2.742169e+01) (-6.264336e-04 6.317769e-03 6.944064e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.45592       	((-1.068878e-02 9.366900e+00 6.799184e+00) (-3.124088e-02 -2.658931e-03 -5.178419e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.146083e+00 1.992242e+01 -2.743556e+01) (-6.063300e-04 6.269848e-03 6.693948e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.48615       	((-1.242050e-02 9.364444e+00 6.800656e+00) (-3.126070e-02 -2.691493e-03 -5.812936e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.145527e+00 1.992653e+01 -2.742689e+01) (-6.103348e-04 6.101153e-03 6.779462e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.51827       	((-1.615716e-02 9.361413e+00 6.798773e+00) (-3.131674e-02 -2.582470e-03 -6.591462e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.144840e+00 1.992090e+01 -2.741511e+01) (-5.844169e-04 5.875084e-03 6.472304e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.55268       	((-1.965862e-02 9.360923e+00 6.798097e+00) (-3.139028e-02 -2.482354e-03 -7.188612e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.144678e+00 1.991886e+01 -2.741090e+01) (-5.608345e-04 5.712317e-03 6.181874e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.58709       	((-2.240615e-02 9.349973e+00 6.794254e+00) (-3.134102e-02 -2.718155e-03 -7.767296e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.142306e+00 1.990732e+01 -2.737650e+01) (-6.046279e-04 5.553747e-03 6.848210e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.61289       	((-2.534406e-02 9.348837e+00 6.793542e+00) (-3.145053e-02 -2.523056e-03 -7.993393e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.142065e+00 1.990525e+01 -2.737095e+01) (-5.643550e-04 5.516201e-03 6.297099e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.64054       	((-2.807920e-02 9.336097e+00 6.786281e+00) (-3.138190e-02 -2.574420e-03 -7.475309e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.139302e+00 1.988383e+01 -2.733140e+01) (-5.746322e-04 5.655561e-03 6.448235e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.6705        	((-3.154708e-02 9.324325e+00 6.781488e+00) (-3.139332e-02 -2.561211e-03 -7.199053e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.136771e+00 1.986975e+01 -2.729426e+01) (-5.723907e-04 5.748001e-03 6.412858e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.70345       	((-3.468161e-02 9.316959e+00 6.774718e+00) (-3.149010e-02 -2.606468e-03 -7.406501e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.135164e+00 1.984979e+01 -2.727017e+01) (-5.809897e-04 5.706461e-03 6.536085e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.7364        	((-3.667221e-02 9.300776e+00 6.767836e+00) (-3.150342e-02 -2.607094e-03 -7.583121e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.131704e+00 1.982945e+01 -2.722111e+01) (-5.796349e-04 5.679571e-03 6.543808e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.76935       	((-3.921839e-02 9.287322e+00 6.759483e+00) (-3.152378e-02 -2.565186e-03 -7.514147e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.128802e+00 1.980490e+01 -2.717970e+01) (-5.724446e-04 5.722469e-03 6.423601e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.78857       	((-4.067516e-02 9.287865e+00 6.758045e+00) (-3.147200e-02 -2.589692e-03 -6.582737e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.128927e+00 1.980070e+01 -2.718015e+01) (-5.797009e-04 5.987070e-03 6.502621e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.80971       	((-4.058117e-02 9.266928e+00 6.748860e+00) (-3.153021e-02 -2.587749e-03 -6.475730e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.124451e+00 1.977365e+01 -2.711876e+01) (-5.806192e-04 6.040134e-03 6.507194e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.8335        	((-4.284479e-02 9.264021e+00 6.744076e+00) (-3.148824e-02 -2.631711e-03 -5.943638e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.123847e+00 1.975975e+01 -2.710865e+01) (-5.904096e-04 6.192972e-03 6.620851e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.85728       	((-4.288915e-02 9.251156e+00 6.737098e+00) (-3.153929e-02 -2.572472e-03 -5.919829e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.121089e+00 1.973921e+01 -2.707080e+01) (-5.791932e-04 6.218950e-03 6.465790e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.88107       	((-4.312635e-02 9.241822e+00 6.732018e+00) (-3.158157e-02 -2.651957e-03 -5.958824e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.119115e+00 1.972432e+01 -2.704329e+01) (-5.948185e-04 6.220923e-03 6.692476e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.90486       	((-4.378183e-02 9.234831e+00 6.725831e+00) (-3.154939e-02 -2.649941e-03 -5.693601e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.117655e+00 1.970625e+01 -2.702235e+01) (-5.963037e-04 6.299524e-03 6.689175e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.92864       	((-4.278789e-02 9.221944e+00 6.719946e+00) (-3.149157e-02 -2.695050e-03 -4.725832e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.114927e+00 1.968895e+01 -2.698531e+01) (-6.097380e-04 6.580543e-03 6.832244e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.95243       	((-4.308993e-02 9.216414e+00 6.715192e+00) (-3.149345e-02 -2.727558e-03 -3.962959e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.113764e+00 1.967515e+01 -2.696896e+01) (-6.200684e-04 6.819073e-03 6.923658e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
4.97621       	((-4.181742e-02 9.210594e+00 6.710955e+00) (-3.154147e-02 -2.696895e-03 -3.635686e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.112560e+00 1.966269e+01 -2.695287e+01) (-6.162911e-04 6.924514e-03 6.834803e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
5             	((-4.168761e-02 9.204237e+00 6.706235e+00) (-3.160104e-02 -2.774934e-03 -3.582440e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.111212e+00 1.964902e+01 -2.693447e+01) (-6.332611e-04 6.953948e-03 7.067883e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
5.02747       	((-3.867319e-02 9.199613e+00 6.703527e+00) (-3.163125e-02 -2.780649e-03 -3.646141e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.110267e+00 1.964103e+01 -2.692317e+01) (-6.346359e-04 6.961649e-03 7.078089e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
5.05855       	((-3.800752e-02 9.196145e+00 6.698579e+00) (-3.160984e-02 -2.748052e-03 -3.322773e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.109546e+00 1.962671e+01 -2.691364e+01) (-6.300454e-04 7.042764e-03 6.986852e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
5.09335       	((-3.492969e-02 9.190457e+00 6.696474e+00) (-3.158416e-02 -2.863647e-03 -3.369498e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.108386e+00 1.962065e+01 -2.689947e+01) (-6.550572e-04 7.023589e-03 7.327393e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
5.1279        	((-3.259888e-02 9.191059e+00 6.694455e+00) (-3.153732e-02 -2.853654e-03 -2.804021e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.108550e+00 1.961487e+01 -2.690312e+01) (-6.560726e-04 7.184185e-03 7.287367e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
